registration_number,numeric_id,product_name,manufacturer,material_category,product_category,declared_unit,gwp_a1a3,gwp_unit,gwp_a1a3_indicator,gwp_fossil_a1a3,gwp_biogenic_a1a3,gwp_total_a1a3,life_cycle_stages,lcia_indicator_count,status,is_valid,year_published,publication_date,version_date,valid_until,pcr,geographical_scope,country_of_origin,lca_practitioner,epd_pdf_url,document_count,epd_url,data_hub_dataset
EPD-IES-0028927:001,28927,Powder Coated Aluminium Extruded Profiles,BHORUKA EXTRUSIONS PRIVATE LIMITED,Aluminium,Construction products,1000 kg,17400.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),17400.0,21.6,17400.0,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2026,2026-04-03,2026-03-18,2031-03-17,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,Vikas Upadhyay,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/c47b2bf9-ccbe-4680-167f-08de74f8f7de/Documents,2,https://www.environdec.com/library/epd28927,True
EPD-IES-0029293:001,29293,Modular Chairs,Featherlite Furniture,Furniture & Fittings,Construction products,1 pcs.,61.8,kg CO2 eq.,Global Warming Potential (GWP-GHG),61.1,-4.1,56.7,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-19,2026-03-16,2031-03-15,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/ad2639cd-defd-4980-c290-08de801ee1db/Documents,1,https://www.environdec.com/library/epd29293,True
EPD-IES-0005172:001,5172,Steel Hot Rolled Coil,JSW Steel Limited,Steel & Metal,Construction products,1000 kg,2700.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),2692.73267264162,0.0,2694.27730809202,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-20,2026-03-13,2031-03-12,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/d5cebc92-7f16-48c4-c6c1-08dd19137f99/Documents,1,https://www.environdec.com/library/epd5172,True
EPD-IES-0025435:001,25435,Cold Rolled Closed Annealed Coil,JSW Steel Limited,Steel & Metal,Construction products,1000 kg,3210.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),3019.6520387878,0.0,3021.46426079609,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-20,2026-03-13,2031-03-12,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,psingh ..,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/0e1b9245-63a9-4268-f18d-08ddde1b8ed5/Documents,1,https://www.environdec.com/library/epd25435,True
EPD-IES-0020876:002,20876,"Ductile Iron Pipes of C30 Pressure Class, including Ductile Iron Fittings",Electrosteel Castings Limited,Steel & Metal,Construction products,1000 kg,2522.80151759019,kg CO2 eq.,Global Warming Potential (GWP-GHG),2531.32239809947,0.0,2532.96934927669,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-13,2026-03-09,2030-04-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b263c0bc-b67e-4466-745c-08dd62c13584/Documents,1,https://www.environdec.com/library/epd20876,True
EPD-IES-0020877:002,20877,"Ductile Iron Pipes of C40 Pressure Class, including Ductile Iron Fittings",Electrosteel Castings Limited,Steel & Metal,Construction products,1000 kg,2522.80151759019,kg CO2 eq.,Global Warming Potential (GWP-GHG),2531.32239809947,0.0,2532.96934927669,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-13,2026-03-09,2030-04-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,areddy@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/6839a7df-ae24-45c0-745d-08dd62c13584/Documents,1,https://www.environdec.com/library/epd20877,True
EPD-IES-0020878:002,20878,"Ductile Iron Pipes of C25 Pressure Class, including Ductile Iron Fittings",Electrosteel Castings Limited,Steel & Metal,Construction products,1000 kg,2522.80151759019,kg CO2 eq.,Global Warming Potential (GWP-GHG),2531.32239809947,0.0,2532.96934927669,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-13,2026-03-09,2030-04-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,areddy@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/0dec1bfa-9598-43c3-745e-08dd62c13584/Documents,1,https://www.environdec.com/library/epd20878,True
EPD-IES-0028871:001,28871,Tapi Trans Dual Series: M10R,Solex Energy Limited,Other,Construction products,1Wp of M10R Solar module,0.419,kg CO2 eq.,Global Warming Potential (GWP-GHG),0.418,-0.00165,0.417,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-12,2026-03-09,2031-03-08,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,"Global, India",India,Vishwas Vishwakarma,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/d7f5ccd8-c2e1-44c6-5044-08de736305fd/Documents,1,https://www.environdec.com/library/epd28871,True
EPD-IES-0028872:001,28872,Tapi-R Series: G12R,Solex Energy Limited,Other,Construction products,"1 Wp of G12 R, 132 cells TOPCon Bifacial Solar Module The conversion factor to convert the results from the functional unit to 1m2 is 231.5 Wp / m2",0.418,kg CO2 eq.,Global Warming Potential (GWP-GHG),0.416,-0.00161,0.416,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-12,2026-03-09,2031-03-08,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,"Global, India",India,psingh@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b886f11d-1fdf-425f-5045-08de736305fd/Documents,1,https://www.environdec.com/library/epd28872,True
EPD-IES-0028287:001,28287,"Aluminium Billet ""Continuum""",CMR Green Technologies Limited,Aluminium,Construction products,1000 kg,1500.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),1490.0,-3.79,1490.0,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-16,2026-03-09,2031-03-08,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,"Global, India",India,Shashank Chavan,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/96026d31-4d4b-4992-664c-08de58de31c3/Documents,1,https://www.environdec.com/library/epd28287,True
EPD-IES-0028470:006,28470,75 KVA Oil filled Transformer 10395C,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd. ,Machinery & Equipment,Machinery & equipment,"A single 75 kVA Vegetable Oil Filled Transformer (including packaging) operating throughout its entire service life, which is 35 years.",1953.0,kg CO2 eq.,GWP-GHG,2494.3,-493.17,2246.4,"A1-A3, A4, A5, B6, C1-C4 (D not declared)",,Registered,True,2026,2026-04-20,2026-03-02,2030-12-27,"PCR 2024:06 Electronic and electric equipment, and electronic components (non-construction) (EN 50693) (1.0.1)",Global,India,Sampath Kumar D,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/0668d3e8-f6e9-42ce-cb85-08de608e8f39/Documents,1,https://www.environdec.com/library/epd28470,False
EPD-IES-0028471:005,28471,150 KVA Oil filled Transformer 8175I,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd. ,Machinery & Equipment,Machinery & equipment,"A single 150 kVA Vegetable Oil Filled Transformer (including packaging) operating throughout its entire service life, which is 35 years.",2997.3,kg CO2 eq.,GWP-GHG,3419.4,-324.18,3311.4,"A1, A2, A3, A4, A5, B6, C1, C2, C3, C4 (D not declared)",,Registered,True,2026,2026-03-06,2026-03-02,2030-12-27,"PCR 2024:06 Electronic and electric equipment, and electronic components (non-construction) (EN 50693) (1.0.1)",Global,India,Sampath Kumar D,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b81a72b7-a66b-49d2-9e77-08de60c4d1bc/Documents,1,https://www.environdec.com/library/epd28471,False
EPD-IES-0028472:005,28472,150 KVA Oil filled Transformer 10396E,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd. ,Machinery & Equipment,Machinery & equipment,"A single 150 kVA Vegetable Oil Filled Transformer (including packaging) operating throughout its entire service life, which is 35 years.",4388.0,kg CO2 eq.,GWP-GHG,5301.0,-697.84,4942.0,"A1, A2, A3, A4, A5, B6, C1, C2, C3, C4",,Registered,True,2026,2026-03-06,2026-03-02,2030-12-27,"PCR 2024:06 Electronic and electric equipment, and electronic components (non-construction) (EN 50693) (1.0.1)",Global,India,Sampath Kumar D,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/5ddaa164-4d57-4238-737c-08de614ea462/Documents,1,https://www.environdec.com/library/epd28472,False
EPD-IES-0028473:005,28473,400 KVA Oil filled Transformer 08174E,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd. ,Machinery & Equipment,Machinery & equipment,"A single 400 kVA Vegetable Oil Filled Transformer (including packaging) operating throughout its entire service life, which is 35 years",7341.4,kg CO2 eq.,GWP-GHG,8474.9,-992.17,8199.0,"A1-A3, A4, A5, B6, C1-C4",,Registered,True,2026,2026-03-06,2026-03-02,2030-12-27,"PCR 2024:06 Electronic and electric equipment, and electronic components (non-construction) (EN 50693) (1.0.1)",Global,India,Sampath Kumar D,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/47680590-afc5-4ce0-6706-08de6173816c/Documents,1,https://www.environdec.com/library/epd28473,False
EPD-IES-0028474:005,28474,500 KVA Oil filled Transformer 08178E,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd. ,Machinery & Equipment,Machinery & equipment,"A single 500 kVA Vegetable Oil Filled Transformer (including packaging) operating throughout its entire service life, which is 35 years.",7541,kg CO2 eq.,GWP-GHG,9535,-1466.16,9149,"A1-A3, A4, A5, B6, C1-C4 (D not declared)",,Registered,True,2026,2026-03-06,2026-03-02,2030-12-27,"PCR 2024:06 Electronic and electric equipment, and electronic components (non-construction) (EN 50693) (1.0.1)",Global,India,Sampath Kumar D,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/bea20d13-c409-4587-6707-08de6173816c/Documents,1,https://www.environdec.com/library/epd28474,False
EPD-IES-0028934:003,28934,400 KVA Oil filled Transformer 8493H,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd. ,Machinery & Equipment,Machinery & equipment,"A single 400 kVA Mineral Oil Filled Transformer (including packaging) operating throughout its entire service life, which is 35 years.",5474.1,kg CO2 eq.,GWP-GHG,5929.5,-119.6,5811.6,"A1, A2, A3, A4, A5, B6, C1, C2, C3, C4 (D not declared)",,Registered,True,2026,2026-03-06,2026-03-02,2031-02-25,"PCR 2024:06 Electronic and electric equipment, and electronic components (non-construction) (EN 50693) (1.0.1)",Global,India,Sampath Kumar D,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/ca54a3d7-aaba-4807-721c-08de7519ff5c/Documents,1,https://www.environdec.com/library/epd28934,False
EPD-IES-0015922:001,15922,"Life Cycle Assessment of Minesform 8PVF, OceanMax 35, Powerfrom 8P",USHA MARTIN LIMITED,Other,Construction products,1000 kg,3754.44084278768,kg CO2 eq.,Global Warming Potential (GWP-GHG),3754.44084278768,30.9840306320908,3748.42607599496,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2026,2026-02-24,2026-02-24,2031-02-24,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Sneha Singh,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/9671402d-daf6-4885-0e8c-08ddd63d305d/Documents,1,https://www.environdec.com/library/epd15922,True
EPD-IES-0028392:003,28392,NTOPCON BIFACIAL G12R,Saatvik Green Energy Limited,Concrete & Cement,Construction products,The Functional unit is a 1Wp of NTOPCON Bifacial G12R.   ,0.38,kg CO2 eq.,Global Warming Potential (GWP-GHG),0.38,-0.000606,0.379,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-02-27,2026-02-23,2031-02-22,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Sunil Kumar,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b7b7897c-de7a-42eb-1a81-08de5d74702c/Documents,1,https://www.environdec.com/library/epd28392,True
EPD-IES-0014193:004,14193,Conference Table,KOKUYO Workplace India Limited,Furniture & Fittings,Construction products,1 pcs.,339.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),337.0,-126.0,211.0,"A1-A3, A5, B1, B2, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-12,2026-02-23,2029-07-02,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/37ed2bf5-21c0-43f6-7bb9-08dc7a6854e0/Documents,1,https://www.environdec.com/library/epd14193,True
EPD-IES-0014194:002,14194,Desking Products  ,KOKUYO Workplace India Limited,Furniture & Fittings,Construction products,1 pcs.,658.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),655.0,-179.0,477.0,"A1-A3, A5, B1, B2, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-12,2026-02-23,2029-07-11,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/9fa9a432-bf25-4ce2-7bba-08dc7a6854e0/Documents,1,https://www.environdec.com/library/epd14194,True
EPD-IES-0014195:004,14195,Avail Height Adjustable Desk,KOKUYO Workplace India Limited,Furniture & Fittings,Construction products,1 pcs.,1097.98573815934,kg CO2 eq.,Global Warming Potential (GWP-GHG),1093.44881637856,-245.891987110377,848.481771902106,"A1-A3, A5, B1, B2, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-12,2026-02-23,2029-07-02,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/1656de6c-c48c-4215-7bbb-08dc7a6854e0/Documents,1,https://www.environdec.com/library/epd14195,True
EPD-IES-0015163:002,15163,Storage Systems,KOKUYO Workplace India Limited,Furniture & Fittings,Construction products,1 m3,787.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),786.0,-17.6,769.0,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-12,2026-02-23,2029-07-29,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/d98bbd5a-f3d9-48f9-9b15-08dc8a1e4132/Documents,1,https://www.environdec.com/library/epd15163,True
EPD-IES-0015164:002,15164,Chair,KOKUYO Workplace India Limited,Furniture & Fittings,Construction products,1 pcs.,81.8974537881592,kg CO2 eq.,Global Warming Potential (GWP-GHG),80.926294083229,-10.2360428126797,70.7990051547648,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-12,2026-02-23,2029-07-29,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/f6d4dda1-a9fd-4955-9b16-08dc8a1e4132/Documents,1,https://www.environdec.com/library/epd15164,True
EPD-IES-0028653:001,28653,Steel Flange,Echjay Forgings Pvt. Ltd.,Steel & Metal,Construction products,1000 kg,5470.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),5510.0,-39.9,5470.0,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2026,2026-02-20,2026-02-12,2031-02-12,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/6137a550-e4f2-4a8b-734f-08de6878b7e9/Documents,1,https://www.environdec.com/library/epd28653,True
EPD-IES-0028340:002,28340,Pile Gripper,IRM OFFSHORE AND MARINE ENGINEERS PVT.LTD.,Other,Construction products,1 pcs.,10600.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),10600.0,18.6,10600.0,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2026,2026-02-18,2026-02-11,2031-02-05,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,Dr. Prasad Modak,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/c8200f6f-26a4-439c-b0ea-08de5a3b30b2/Documents,1,https://www.environdec.com/library/epd28340,True
EPD-IES-0028618:001,28618,Ikkita Chair-Alankaram,Alankaram,Furniture & Fittings,Construction products,1 pcs.,29.8,kg CO2 eq.,Global Warming Potential (GWP-GHG),29.6,-22.0,7.74,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2026,2026-02-11,2026-02-11,2031-02-10,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Devaki Halan,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/0757c67d-93d6-45f6-1001-08de687c9d3a/Documents,1,https://www.environdec.com/library/epd28618,True
EPD-IES-0028623:001,28623,Mesa Dinning Table-Alankaram,Alankaram,Furniture & Fittings,Construction products,1 piece of Mesa Dining Table,88.9,kg CO2 eq.,GWP-GHG,88.7,-161,-72.3,"A1-A3, A4, A5, C1-C4, D",,Registered,True,2026,2026-02-11,2026-02-11,2031-02-10,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Devaki Halan,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/6385d99f-0211-4549-b822-08de688701e3/Documents,1,https://www.environdec.com/library/epd28623,False
EPD-IES-0028226:002,28226,Penebiotech Green M+,Penetron Products Pvt. Ltd. ,Chemical Products,Chemical products,1 g,0.000383,kg CO2 eq.,GWP-GHG,0.000362,-3.475e-05,0.00034,"Upstream, Core, Downstream (cradle-to-grave)",,Registered,True,2026,2026-02-04,2026-01-29,2031-01-28,PCR 2025:02 Biostimulants (1.0.0),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/47ef29d8-3f51-4880-9729-08de576014c1/Documents,1,https://www.environdec.com/library/epd28226,False
EPD-IES-0028227:002,28227,Penebiotech Trapbom,Penetron Products Pvt. Ltd. ,Chemical Products,Chemical products,1 g,0.000328,kg CO2 eq.,GWP-GHG,0.000307,-3.569e-05,0.000283,"Upstream, Core, Downstream (cradle-to-grave)",,Registered,True,2026,2026-02-04,2026-01-29,2031-01-28,PCR 2025:02 Biostimulants (1.0.0),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/82cf01f5-f08b-4dc1-a06f-08de576030c3/Documents,1,https://www.environdec.com/library/epd28227,False
EPD-IES-0028228:002,28228,Penebiotech WB Clean,Penetron Products Pvt. Ltd. ,Chemical Products,Chemical products,1 g,0.000383,kg CO2 eq.,GWP-GHG,0.000362,-3.475e-05,0.00034,"Upstream, Core, Downstream (cradle-to-grave)",,Registered,True,2026,2026-02-04,2026-01-29,2031-01-28,PCR 2025:02 Biostimulants (1.0.0),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/94253470-d813-45b7-a070-08de576030c3/Documents,1,https://www.environdec.com/library/epd28228,False
EPD-IES-0027634:001,27634,Unitized Curtain Wall U-8000 ,Glass Wall Systems India Ltd,Glass & Glazing,Construction products,58.07 kg,57.5,kg CO2 eq.,Global Warming Potential (GWP-GHG),54.5,19.0,73.5,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2026,2026-02-11,2026-01-29,2031-01-28,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,Rahul Miskeen,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/19c01efd-10c9-45f5-dcb5-08de3b88ac21/Documents,1,https://www.environdec.com/library/epd27634,True
EPD-IES-0028173:001,28173,Punched Window – PW - 450,Glass Wall Systems India Ltd,Glass & Glazing,Construction products,44.8 kg,59.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),65.6,-0.00163,65.7,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2026,2026-02-11,2026-01-29,2031-01-28,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,Rahul Miskeen,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/a6139ac6-fdec-4d24-c958-08de542a3473/Documents,1,https://www.environdec.com/library/epd28173,True
EPD-IES-0028218:001,28218,Store Front SF-102,Glass Wall Systems India Ltd,Other,Construction products,62.37 kg,77.1,kg CO2 eq.,Global Warming Potential (GWP-GHG),46.3,43.0,89.3,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2026,2026-02-10,2026-01-29,2031-01-28,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,Rahul Miskeen,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/3e15f7d9-b953-4bab-5572-08de57412600/Documents,1,https://www.environdec.com/library/epd28218,True
EPD-IES-0028246:001,28246,Window Wall WW-9500,Glass Wall Systems India Ltd,Glass & Glazing,Construction products,58.17 kg,65.7,kg CO2 eq.,Global Warming Potential (GWP-GHG),87.9,3.11,91.1,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2026,2026-02-10,2026-01-29,2031-01-28,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,Rahul Miskeen,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/1f9b7ee6-b95c-4fd8-447f-08de5814b6fa/Documents,1,https://www.environdec.com/library/epd28246,True
